musicId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,arousal(mean),valence(mean)
761,0.6160532403187264,0.6045600013614323,0.559233061652116,0.5400980142063218,0.7091212603909516,0.7181257533302872,0.39307321263502526,0.400826203915267,0.44633789722777284,0.4843140594620246,0.6326178300227336,0.4622756837640677,0.2729082371066786,0.27088353003187376,0.3005116783329922,0.44562814742402046,0.30160145506695213,0.23817063755548776,0.2665446870017093,0.39494974346663114,0.32494639104602596,0.35859344605654697,0.3962547021802142,0.3415642654685947,0.38424548889759436,0.3951221840498139,0.5390598639129829,0.4765243718162996,0.4325429237605773,0.3406753881520554,0.4522015761627585,0.3823146617695097,0.5511974529851301,0.6667362380719168,0.4705989201579485,0.29799947894792933,0.28203094901320114,0.5302049634652362,0.6604026117675806,0.42774371560604946,0.6986521702676665,0.5669664100124799,0.47265220551537257,0.5980455977837618,0.8338111683949901,0.5472413284984947,0.3939943709449254,0.47977129294276416,0.6746101497670793,0.6050136134137464,0.6144670890779809,0.9164962974617472,0.775,0.7875
639,0.7942418793346642,0.5899567563780981,0.28809247911704067,0.6885627625367498,0.4417075978963114,0.7138933240426544,0.4440844196797391,0.36461384348193504,0.6545126323122985,0.3345333004508452,0.678180253307239,0.5050931367879978,0.4756546107913307,0.47948702879834054,0.3527034514023536,0.6888430615437555,0.4255919211976007,0.6229034233171165,0.5270239166949899,0.6107625739733176,0.6823895259167595,0.5503327797814315,0.562102294166322,0.48300505009818206,0.5554616876229508,0.393987627025456,0.5656164294666496,0.6170880322466794,0.5146525294248705,0.5779954182717428,0.5253729451220269,0.6456875462005827,0.7250593378572339,0.7006794274344941,0.5369677434964689,0.3226764711885845,0.4630829363379846,0.577992363322635,0.7209027910668522,0.554846528928626,0.6813580404681232,0.6921968572725389,0.5381113479601285,0.5496466088981207,0.7100959045057275,0.5769506947303977,0.6330235397579137,0.6275420868853572,0.7685017101038136,0.6114948369486829,0.5750727815524135,0.7192490147277688,0.775,0.6875
829,0.825566026151711,0.5740382468484133,0.2174199054349445,0.6185170647194986,0.481014563386144,0.5780230142794565,0.4092096710521621,0.5006707156600694,0.7140330573207332,0.4428209759059601,0.7548054724412236,0.5777069259521582,0.5042951510515709,0.49831819462715854,0.3567535833230081,0.6579768771271364,0.4059700793351033,0.5428142523113177,0.4281991904521658,0.4486290026278436,0.5385562346890445,0.4419447990724034,0.44364739849217943,0.33670973348953037,0.4062200472162892,0.2873731710986172,0.373558989428339,0.48265743713028475,0.42647631870868524,0.48956175573439953,0.4530447078773067,0.5481724166468044,0.6063317883157064,0.512369054194088,0.4602910137916774,0.301541770005384,0.46822825010978986,0.5614798038823777,0.5904593961413911,0.49181267874268303,0.7716178648791303,0.6868764456488622,0.6918338814788405,0.6667011148147737,0.8036962435555636,0.7511495689572995,0.7822325549250752,0.840642080749443,0.8339743166403342,0.8865499431841449,0.7511477370716846,0.8080095122957682,0.8,0.8125
868,0.7579824764731442,0.8656159923391871,0.4241910104730704,0.41025583860750436,0.5447867405149494,0.39235055430462384,0.21615231023135098,0.3060307733739077,0.3556276117786905,0.2936859310345875,0.42627522048344885,0.46097349151025346,0.3275985938723372,0.31655462296323444,0.3482647856417381,0.39956612822345483,0.4708098912937204,0.5159585475898626,0.41450850156963565,0.6238211009081646,0.466304272336178,0.4772324355377863,0.3376386311056107,0.36430778908063777,0.4499104715289914,0.24616984896862912,0.6072476015816377,0.4418069615260851,0.4433648086775742,0.4493895874650893,0.30934625059164556,0.5348371063359977,0.5263436171961018,0.5595988927324037,0.40948928076555047,0.23196921889662903,0.3573256336073126,0.49597952767253106,0.6958082414916675,0.6037453554063774,0.5777490613967093,0.279821707285552,0.4447979798726749,0.7069818297413559,0.5221528044629173,0.482740384949471,0.3813222198738808,0.6777590584988304,0.9395448207350134,0.6234336303465454,0.6094045637421022,0.44230340516465994,0.7,0.625
367,0.696749766122778,0.4252727482852704,0.33605071131253794,0.606724365198784,0.36718537962163317,0.6026831717615865,0.24901410412475922,0.30148008239991253,0.7138187007452965,0.31839000561993314,0.6687948793019811,0.5891822074551667,0.4107105130286009,0.6527905981845232,0.6888169385066649,0.6119367595328784,0.4048610590096219,0.5621541079489651,0.42584533776030453,0.7421518866002149,0.9072778091906177,0.8079270091223405,0.5813336536666875,0.3933811080724496,0.5879834782772446,0.48680348083189795,0.8043355764413618,0.5825303906386707,0.16499814197183232,0.50976064508558,0.5364266761999043,0.332266347684248,0.70373912379428,0.8345864457831199,0.7146172588156553,0.5158100720388749,0.41878961462522235,0.24629246217101003,0.37733678107493646,0.555100582220301,0.506779854717206,0.6192145514861241,0.4527718672969476,0.6967392595938422,0.5706367404522522,0.4652962651280994,0.7255022660603124,0.6338584212983676,0.4455022609404302,0.421264803843588,0.8819391809173609,0.6989508708282026,0.6125,0.3125
518,0.4684722701865004,0.4757527580532483,0.6676314037460134,0.42738088244824635,0.6389844081000763,0.512265088809302,0.42116169179604235,0.45416727965991266,0.3937850979969841,0.43724811027901234,0.2755042865239642,0.4146654340920989,0.3363781918049361,0.40887261323854424,0.45626404555825295,0.3667533831907985,0.3697870358124185,0.2616080889116804,0.2986256852309631,0.3400293061833427,0.3885534568917318,0.5405583039886189,0.34600974530239226,0.3947582821680897,0.2796774879724712,0.3187395308996227,0.6436826498291743,0.45661215254069887,0.5798555096068917,0.36360883096409846,0.5138809922263915,0.44058807210111894,0.4227422436759975,0.6123245733974432,0.4556232099359829,0.4575511083212958,0.5052245561464577,0.6989557224135312,0.7142980949048957,0.4783998936707131,0.4934192627358846,0.503765356959455,0.6609227524962908,0.5019090470574323,0.644498242215278,0.5951588478278417,0.4520850192505971,0.47644906114418145,0.5658027324906802,0.7266157821999043,0.5415608098533324,0.41990994484720945,0.425,0.5125
44,0.8046783801411683,0.7518217815893087,0.32151096626475567,0.5175427580898867,0.5370583377698854,0.5310880245672613,0.28581044289390195,0.3055186114870151,0.5243156050694454,0.4074183236986392,0.5677023059621992,0.4489245154779491,0.3941008580273248,0.4505431476244082,0.45010421432753794,0.5976495902429321,0.4038132725835574,0.5191684081180431,0.4515271803652399,0.47244914850653613,0.42816405635387234,0.3781638454455415,0.4012744146964325,0.31621341555868543,0.31378706625902547,0.2895970923874727,0.5800633215643757,0.577262068848116,0.49037199040983015,0.3414540721074133,0.44879900825571517,0.6118047025679707,0.3956200417562318,0.28515362338012923,0.41844529759826465,0.3178164868022212,0.26963849950823193,0.38406130434900443,0.5858609279124316,0.4833242841875639,0.4810033754505921,0.47564901684260874,0.9153490336283259,0.3874660083510675,0.49768670908918944,0.34344075294339005,0.5277609063276912,0.6878606627356181,0.4525265532006435,0.6282329714319027,0.36959492308934633,0.6706446596069806,0.6875,0.675
108,0.9341111630346117,0.5927620635086925,0.22240842900171054,0.7323608453787315,0.24817927516706517,0.7133713503090984,0.2620959205829825,0.386905403960547,0.7689464851950673,0.13977121634617096,0.7319442986373286,0.3539619528930468,0.44219448876856216,0.43581019150548483,0.24428136142802145,0.7086765267906734,0.24011622265191557,0.6273750166025234,0.3250172462017065,0.35822652398572175,0.49545303906777755,0.28993811425382265,0.5757548332986424,0.3464526944951851,0.517265587515506,0.37068628635107587,0.46334777341396677,0.6734363801632968,0.4872335984451176,0.6649651364500856,0.4681642080431895,0.7393760895431528,0.7278111612188637,0.5462916828396376,0.5822155802679118,0.24317643542444004,0.48027789531234794,0.5652023095360437,0.6600861308354028,0.6242256025863511,0.8722837601120099,0.661921021125245,0.6954637124413008,0.6291965175690923,0.8783274208460855,0.6240861846640633,0.5659372253478382,0.7508461263079962,0.6082640215352173,0.6415410743431379,0.6124845289864873,0.7701287362781388,0.8625,0.8625
144,0.9192317025367256,0.6540875581149201,0.21589628397429722,0.7028800207773216,0.29713018046851264,0.6457345461692503,0.15136215351271948,0.338351548115901,0.6608677676430252,0.13727250946613356,0.7742912414443719,0.31818392147642205,0.47066245433094706,0.5530830178320867,0.3386095132643171,0.7675495675407866,0.30133482792506117,0.5895882488630684,0.32168099355659324,0.4886092755647282,0.5963503009329142,0.30195461948643804,0.46205487166373405,0.19865205287439386,0.41768713121391376,0.28392474555284514,0.35823812718151404,0.5629692007022361,0.3990791779275218,0.5898391424400253,0.3347591881431469,0.48716288061463975,0.5296895804078653,0.5354227373087305,0.5828092806270979,0.22139784953697722,0.3720178419863858,0.37561689897522543,0.6041815103075445,0.6135331178836723,0.7290349179606372,0.4914808616885481,0.7280639312596069,0.6906261729721563,0.5693671617655082,0.5219690748266181,0.3730083407198945,0.7409426186374939,0.49317735281405706,0.47575275208417256,0.7573111017212255,0.5600384404695875,0.8625,0.825
705,0.551291637822443,0.7590944360598968,0.6571494689909979,0.3524205950952167,0.7139588761945429,0.2858303820407526,0.3225915264921031,0.5398748882755372,0.34593695509095873,0.5524163584998762,0.3770476501417348,0.5633338811212155,0.5067603468144342,0.5864595941824149,0.7045165146047463,0.5241342129899107,0.4713090691016472,0.17327594395655024,0.19934643712331557,0.26287331057887925,0.2488928936708189,0.47884574903683746,0.3389736719619768,0.5108720691964946,0.4146922506882062,0.3388055236626808,0.4597363383947993,0.18558436527306757,0.43690244603943484,0.35975524354191674,0.5770377918433522,0.5575466800933975,0.6064639875657575,0.7085248892901309,0.2949681234945612,0.2246582124508142,0.2954495683790146,0.6913212640615881,0.8380431011296601,0.526035751441781,0.757495115048191,0.3687251646084684,0.24847447781503873,0.1763662499985168,0.6532548379281272,0.5314994455947906,0.31984117353503005,0.5721401662223209,0.298720481901805,0.21186090736322583,0.14053477800845476,0.3427761871800754,0.1875,0.4375
