,musicId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,Arousal(mean),Valence(mean)
0,1,-134.50193786621094,140.70986938476562,-33.806182861328125,40.50946807861328,-30.18732452392578,18.37194061279297,-4.658009052276611,10.052778244018555,-10.958495140075684,2.591524124145508,-1.366456389427185,-1.1453646421432495,0.28653374314308167,5.767832279205322,5.745981693267822,-3.787158250808716,-0.5375226140022278,-0.40694499015808105,2.339737892150879,-4.279510021209717,4.348379611968994,-0.03213674575090408,0.03166918084025383,-1.936051607131958,2.9093563556671143,0.7659541964530945,3.117600917816162,3.6337554454803467,5.072530269622803,2.399313449859619,2.5887906551361084,4.839456558227539,2.8812520503997803,6.873812675476074,3.0705149173736572,4.105576515197754,-0.8871186375617981,-2.122283697128296,-1.1322766542434692,2.572249412536621,0.6285761594772339,0.6253386735916138,0.7683653235435486,0.6434625387191772,0.6236041784286499,0.5176866054534912,0.6071010231971741,0.5923017859458923,0.5114970207214355,0.5969098210334778,0.5491761565208435,0.6889496445655823,0.4,0.575
1,4,-185.7624053955078,150.70819091796875,-6.543074131011963,40.35078048706055,0.33260688185691833,14.048911094665527,-7.316077709197998,4.248797416687012,4.203428745269775,-5.689248561859131,3.7477638721466064,4.740482807159424,5.044627666473389,3.775285482406616,5.693403720855713,4.228288650512695,3.47244930267334,-0.8122167587280273,4.029930114746094,2.4560210704803467,2.096592426300049,5.202962398529053,4.792698860168457,3.7148711681365967,2.0709116458892822,2.5163891315460205,2.2004764080047607,0.9930245280265808,2.048462390899658,5.252382755279541,3.215837240219116,4.7410359382629395,5.7090373039245605,4.626065731048584,3.9473683834075928,0.5622723698616028,0.7626029849052429,0.04889823496341705,-0.9115365743637085,0.16350072622299194,0.635055422782898,0.6344022750854492,0.6460390686988831,0.5972064137458801,0.606643795967102,0.5860161185264587,0.6994248032569885,0.6731760501861572,0.589766800403595,0.5475242137908936,0.5845661163330078,0.6750847101211548,0.2625,0.2875
2,5,-187.96078491210938,134.83058166503906,-3.551626205444336,50.65060806274414,5.722175598144531,26.73453712463379,1.733859896659851,4.546993732452393,8.079632759094238,-1.3974872827529907,-4.84874963760376,4.701988697052002,3.858203411102295,0.5392569899559021,4.966757774353027,6.741188049316406,5.5567779541015625,2.765381097793579,5.463752269744873,-2.1082308292388916,0.2351876199245453,1.6738715171813965,4.528097629547119,4.622255325317383,2.012598991394043,2.7817933559417725,3.2249815464019775,-2.3411660194396973,0.8029245734214783,4.2651848793029785,2.957838535308838,4.710239410400391,3.887014389038086,3.6762795448303223,0.36856091022491455,-1.0705538988113403,-1.3088611364364624,1.2496706247329712,-0.02701512724161148,0.7943251729011536,0.801973819732666,0.6985644698143005,0.6464391946792603,0.7425263524055481,0.8213346600532532,0.7049273252487183,0.6851427555084229,0.6851470470428467,0.704246997833252,0.7087792158126831,0.684646487236023,0.7660709619522095,0.15,0.2
3,6,-150.08924865722656,133.11447143554688,-28.64967155456543,47.44626235961914,-1.2699116468429565,36.03242492675781,-8.906352043151855,9.800505638122559,11.239059448242188,10.70726203918457,-2.9909255504608154,12.189863204956055,8.336603164672852,4.369252681732178,9.071104049682617,2.704035758972168,1.4162251949310303,-5.500521659851074,0.23888280987739563,-2.2256600856781006,1.1650065183639526,-8.252925872802734,1.0513343811035156,4.440446376800537,11.705605506896973,11.951777458190918,7.580595970153809,-0.3957936763763428,-4.008781909942627,-1.5476325750350952,-2.481166124343872,2.034349203109741,2.1528773307800293,4.099135398864746,0.26143163442611694,-0.35458964109420776,-2.1242966651916504,4.477299690246582,4.4553985595703125,3.5957207679748535,0.6128382682800293,0.5594370365142822,0.5771388411521912,0.6718107461929321,0.9009110331535339,0.6756717562675476,0.5809074640274048,0.5829421281814575,0.6174670457839966,0.5910235643386841,0.6161862015724182,0.7205328345298767,0.5125,0.35
4,7,-68.07825469970703,140.15869140625,-30.08811378479004,46.31404113769531,-27.235332489013672,26.583314895629883,-14.228151321411133,6.227043151855469,-11.759743690490723,7.3770833015441895,-10.710342407226562,0.902805507183075,-1.6370129585266113,-6.668117046356201,-2.3342082500457764,-5.234084606170654,-2.078547477722168,-3.9009742736816406,2.0493369102478027,-7.318155765533447,2.377455234527588,-5.646202087402344,-2.3628790378570557,-5.598390579223633,-0.9264955520629883,-4.658919334411621,-1.9881470203399658,-0.6783221364021301,1.7320550680160522,0.12418182939291,-2.365903854370117,-2.018138885498047,-3.5402474403381348,-0.27883395552635193,-2.364431142807007,2.052858829498291,-3.922011137008667,-0.3105301856994629,-2.119734525680542,0.65206378698349,0.6079140305519104,0.6066091060638428,0.7384688854217529,0.6668730974197388,0.652167022228241,0.6048574447631836,0.6860391497612,0.7623187303543091,0.6656296253204346,0.7112889885902405,0.6347665786743164,0.6795483231544495,0.7,0.725
5,8,-94.96286010742188,149.4008026123047,-10.669177055358887,43.6598014831543,-17.16259002685547,25.509658813476562,-14.827278137207031,19.33837127685547,-6.647238254547119,16.917694091796875,3.705695867538452,5.27873420715332,8.774495124816895,0.7491610050201416,2.9784953594207764,-4.686529636383057,3.1099853515625,4.450587272644043,6.4721999168396,-3.8244211673736572,11.798900604248047,-0.14095287024974823,1.7697093486785889,-1.07059645652771,0.2261754423379898,3.221893310546875,1.380163311958313,-0.9920521378517151,1.3282365798950195,4.055835247039795,-0.6560496687889099,1.1257144212722778,-2.7833728790283203,1.6518844366073608,-5.211975574493408,-1.7127012014389038,0.07716533541679382,1.928095817565918,0.8780441880226135,1.4614014625549316,0.5640237331390381,0.5293022394180298,0.5866641998291016,0.5688309669494629,0.645717442035675,0.6401995420455933,0.575907826423645,0.6411288380622864,0.5941480994224548,0.7108244299888611,0.531359851360321,0.5313230752944946,0.3875,0.225
6,9,-91.84947967529297,114.74980926513672,-27.185806274414062,47.15770721435547,-28.751148223876953,11.164725303649902,-20.656021118164062,18.497249603271484,-6.8286051750183105,8.477404594421387,-8.796462059020996,-3.573352336883545,0.48146918416023254,7.350481033325195,5.649088382720947,5.675853729248047,10.61091423034668,-1.1217399835586548,5.332192897796631,-4.951838970184326,1.687058687210083,-6.0556206703186035,2.79115629196167,-2.9197018146514893,-1.1879069805145264,-3.193040132522583,0.28250569105148315,1.4746235609054565,5.370483875274658,9.41551399230957,8.410487174987793,9.044541358947754,2.884260654449463,3.340872049331665,-4.355461597442627,-0.8434126377105713,0.9340992569923401,4.595978736877441,1.7250025272369385,4.25931978225708,0.8854423761367798,0.793935239315033,0.640576183795929,0.6273314952850342,0.6091591715812683,0.5461403131484985,0.5191293358802795,0.583263635635376,0.5799063444137573,0.5547537803649902,0.5894042253494263,0.6668837070465088,0.45,0.2875
7,10,-89.56686401367188,134.86126708984375,-18.664043426513672,46.414127349853516,-28.21367073059082,24.7803955078125,-21.09251594543457,12.927966117858887,-12.37010669708252,3.265314817428589,-9.865974426269531,-1.7805513143539429,-0.6641984581947327,-2.558751344680786,2.176764488220215,-4.194157600402832,4.161778450012207,-0.3076494336128235,4.042209148406982,-0.7044769525527954,7.283175468444824,-1.8788843154907227,3.1473324298858643,0.8002995848655701,1.3860194683074951,-2.664179563522339,0.8754016757011414,-2.3645620346069336,1.0951404571533203,0.33551138639450073,-4.153149127960205,-0.1721034049987793,-2.1551244258880615,1.665544867515564,-4.817183494567871,-1.6575889587402344,-4.383966445922852,-1.7800166606903076,-2.769599676132202,0.9437554478645325,0.6694208383560181,0.6106588840484619,0.6496637463569641,0.6080697774887085,0.5708887577056885,0.6912279725074768,0.7002915143966675,0.8153449296951294,0.7116968631744385,0.5829205513000488,0.5287846326828003,0.5912901163101196,0.4375,0.425
8,12,-115.68856048583984,136.86842346191406,-28.59686279296875,61.2107048034668,-16.150440216064453,26.168169021606445,-3.085955858230591,11.595561027526855,1.190953016281128,6.423037528991699,5.384169578552246,2.260237455368042,7.761402606964111,2.898193359375,6.227327823638916,-0.09364207834005356,5.116889953613281,-3.094663619995117,0.13081568479537964,-3.295520305633545,-0.5417612791061401,-4.089419364929199,-1.475132942199707,-1.0153560638427734,-2.8090035915374756,-0.4446766674518585,-2.458409547805786,-0.14826980233192444,-0.708556592464447,2.689929723739624,2.502146005630493,5.1618266105651855,2.801776647567749,1.7515044212341309,-0.006170080509036779,-0.4546489119529724,-1.04043447971344,-0.5147736072540283,1.4818233251571655,0.7034816145896912,0.7716598510742188,0.7222831845283508,0.6825612783432007,0.7157390713691711,0.6979727745056152,0.6434058547019958,0.675293505191803,0.6962933540344238,0.7139042019844055,0.672280490398407,0.6874768137931824,0.7396268248558044,0.6875,0.575
9,13,-12.763673782348633,123.25395965576172,-52.376373291015625,40.99925994873047,-33.48624038696289,36.241641998291016,-26.753307342529297,23.152502059936523,-11.656618118286133,9.57774829864502,-7.771549701690674,9.975577354431152,-4.800302505493164,1.5752304792404175,-0.7380629181861877,-4.842686653137207,4.230202674865723,-3.405123472213745,6.252392768859863,-5.0626912117004395,6.672647476196289,-3.6320414543151855,8.625703811645508,0.2213050276041031,10.966096878051758,-0.23854385316371918,2.1839873790740967,-0.818953275680542,1.246842861175537,0.7982343435287476,-0.7768656015396118,1.3241599798202515,-2.6839253902435303,5.006935119628906,-0.16390550136566162,3.4077308177948,-6.769148349761963,-0.753484845161438,-3.7587554454803467,3.419461965560913,0.6011946797370911,0.5492615103721619,0.6077449321746826,0.5722949504852295,0.6957899928092957,0.6216869354248047,0.7028530836105347,0.7611764669418335,0.6032379865646362,0.5896248817443848,0.6209930777549744,0.7335399389266968,0.825,0.5875
10,14,-92.69574737548828,167.3611297607422,-38.21805191040039,45.017024993896484,-17.384077072143555,7.87748908996582,-15.043797492980957,12.324951171875,-9.04794692993164,6.623964309692383,3.8830440044403076,8.377052307128906,9.970840454101562,-2.7248191833496094,4.13578462600708,1.9667143821716309,-0.20713792741298676,-5.020013332366943,4.449349880218506,-3.727193593978882,0.08533594757318497,0.1498793512582779,5.532845973968506,0.35677218437194824,3.746159791946411,1.62751042842865,0.05568372830748558,2.4341282844543457,0.17469529807567596,1.5460243225097656,-0.7289795279502869,3.972287178039551,-0.9951555132865906,-0.849481999874115,-5.20204496383667,-2.313537836074829,-0.3825501799583435,3.078071355819702,0.7221663594245911,-0.9200744032859802,0.532193124294281,0.5721853375434875,0.4617193639278412,0.5331330299377441,0.5355817675590515,0.7054888606071472,0.544273316860199,0.515903651714325,0.6064752340316772,0.5158513188362122,0.45704397559165955,0.39782413840293884,0.5625,0.575
11,15,-86.88280487060547,155.36923217773438,-24.19569206237793,57.97344207763672,-17.1295223236084,20.761816024780273,-13.726398468017578,21.467247009277344,-9.463289260864258,2.4803600311279297,-4.931910991668701,2.6607894897460938,-4.540970802307129,2.0897445678710938,4.149659156799316,0.16133208572864532,-0.24829287827014923,-5.70967960357666,7.606093883514404,-5.1088762283325195,0.5217347741127014,-1.958748698234558,3.9926223754882812,-5.436824321746826,0.6641523838043213,-0.41746729612350464,3.485177993774414,-2.5784108638763428,-1.2458935976028442,-0.41630688309669495,-2.1666853427886963,2.035062789916992,-2.8325631618499756,1.2927531003952026,-5.16209602355957,-1.1438277959823608,-5.041017055511475,0.4196051359176636,-0.9444100260734558,1.3294036388397217,0.569707453250885,0.6066873073577881,0.5199823379516602,0.6623855829238892,0.7258185744285583,0.5366312861442566,0.5047132968902588,0.47295641899108887,0.6261738538742065,0.5663890838623047,0.562137246131897,0.6862820982933044,0.6125,0.6625
12,16,-90.27186584472656,174.7831573486328,-36.05317687988281,41.494049072265625,-17.458600997924805,19.858945846557617,-7.097922325134277,23.200571060180664,-1.5962846279144287,0.5207355618476868,1.9211347103118896,1.1667402982711792,2.8847503662109375,-3.176084280014038,1.9587560892105103,-3.8684499263763428,0.1613265573978424,-4.22374153137207,3.8430118560791016,-2.212710380554199,1.6189465522766113,-0.4294167757034302,-0.26133352518081665,-1.1796878576278687,0.8109466433525085,3.5125482082366943,2.72629451751709,0.31081873178482056,-3.603802442550659,-1.6081730127334595,-3.7413125038146973,-1.2967053651809692,-1.262752652168274,2.004807472229004,1.1248058080673218,0.4658447504043579,-1.4814039468765259,0.10808230936527252,0.7843312621116638,0.4956166744232178,0.5591278672218323,0.5750598311424255,0.5585221648216248,0.7011834979057312,0.73026442527771,0.5887205004692078,0.6724175810813904,0.5609331727027893,0.6976194381713867,0.6598787307739258,0.634425938129425,0.7259459495544434,0.5375,0.575
13,17,-57.76695251464844,170.6772918701172,-35.67262268066406,36.77042770385742,-28.993640899658203,29.796085357666016,-8.501022338867188,9.273887634277344,-0.6926872134208679,6.076584339141846,3.558870792388916,4.799380779266357,-0.9560565948486328,-8.043516159057617,0.4636937975883484,-2.0910518169403076,-2.2361199855804443,-1.7675855159759521,0.3024119436740875,-2.7980406284332275,4.554652214050293,-5.9312214851379395,0.08142869919538498,-5.070281505584717,-0.796785831451416,0.25931212306022644,-0.23030143976211548,1.6024959087371826,0.27555447816848755,-2.2059383392333984,-3.498488187789917,0.6701145768165588,-2.09586763381958,4.121737003326416,0.6435574293136597,-1.26419198513031,-3.1428399085998535,0.6470874547958374,0.5733998417854309,0.9587492346763611,0.5888590812683105,0.4548611342906952,0.4644422233104706,0.5921816825866699,0.48248615860939026,0.5591395497322083,0.47598373889923096,0.5839115977287292,0.6968314051628113,0.5494460463523865,0.6636137962341309,0.5435373187065125,0.825,0.675
14,18,-104.381103515625,125.28241729736328,-26.553430557250977,43.18166732788086,-16.017276763916016,34.93840789794922,-13.240854263305664,16.74565887451172,-0.36487293243408203,10.460810661315918,-0.7332720756530762,12.333514213562012,2.438386917114258,1.6665195226669312,3.1401093006134033,-6.0722880363464355,5.472833156585693,-1.840456485748291,1.5637322664260864,-2.9349355697631836,7.925539970397949,-1.152849555015564,4.414750576019287,0.6639237403869629,1.6962103843688965,-3.060535430908203,1.654959797859192,2.327742099761963,3.7476272583007812,3.5779154300689697,1.9298146963119507,4.062709331512451,-5.665348529815674,-1.0235236883163452,-4.039906978607178,5.255856990814209,2.4833250045776367,1.771308183670044,-5.1369733810424805,-4.257722854614258,0.5695504546165466,0.6632729768753052,0.7030766606330872,0.576897144317627,0.5570310950279236,0.5793952941894531,0.7432183027267456,0.607001781463623,0.5662212371826172,0.7196683287620544,0.6340280771255493,0.584213137626648,0.8,0.8375
15,19,-45.05016326904297,146.44741821289062,-42.1856689453125,48.632633209228516,-25.24449348449707,33.173858642578125,-22.999921798706055,18.037582397460938,-5.330584526062012,15.74677562713623,2.5302300453186035,9.095856666564941,4.233765602111816,2.225821018218994,-2.2235944271087646,-5.142880916595459,0.4828609824180603,-0.8761723041534424,0.8881649374961853,-5.102891445159912,8.887895584106445,-6.129602909088135,6.260905742645264,-1.8780194520950317,6.78921365737915,0.8003485202789307,6.721621036529541,5.065947532653809,2.700160264968872,2.049711227416992,-2.645888328552246,2.02518630027771,-4.396604537963867,0.7218043208122253,-1.023903489112854,2.670583724975586,-4.417916297912598,-1.9219406843185425,-6.19774055480957,2.312333822250366,0.6194316744804382,0.5952315926551819,0.6938689351081848,0.8278653025627136,0.683972179889679,0.7331604957580566,0.6731104254722595,0.7838588356971741,0.6714574694633484,0.6053364872932434,0.7706065773963928,0.6272668242454529,0.7625,0.75
16,20,-221.58506774902344,137.72134399414062,-33.50337219238281,34.56659698486328,-17.054031372070312,21.28850746154785,-22.672008514404297,10.229026794433594,-12.696151733398438,4.826386451721191,-6.667919635772705,6.947197437286377,1.4462120532989502,0.11498822271823883,0.7096266150474548,-4.080552101135254,2.02205753326416,-1.6277695894241333,8.613776206970215,-5.348239421844482,2.447688341140747,-3.4369421005249023,3.317887544631958,-1.7167305946350098,3.507594585418701,-2.4340193271636963,-1.4804826974868774,-4.622928619384766,-4.367722988128662,1.4619234800338745,-2.6367013454437256,2.1674599647521973,-0.37655627727508545,3.0302460193634033,-3.6328885555267334,-1.9639133214950562,-7.68782901763916,-1.9333752393722534,0.03452055901288986,2.5207607746124268,0.6715944409370422,0.5075684785842896,0.5589002370834351,0.5268462896347046,0.6499282121658325,0.6068418025970459,0.5586526989936829,0.7361149191856384,0.5460178256034851,0.625246524810791,0.5393891930580139,0.5987400412559509,0.55,0.6375
17,21,-24.372100830078125,114.66720581054688,-41.17961502075195,55.52197265625,-30.983192443847656,39.08445739746094,-24.93533706665039,31.893840789794922,-12.848922729492188,19.691892623901367,-8.29387378692627,10.15670108795166,-5.44099235534668,5.692080974578857,4.165543079376221,3.173570394515991,8.104575157165527,1.2871184349060059,13.526559829711914,-2.5761396884918213,9.709330558776855,-7.459988117218018,7.910324573516846,-4.762259483337402,6.313370704650879,-2.993678092956543,1.797688364982605,-3.426973819732666,-1.1595401763916016,-0.8988056778907776,-1.315161108970642,2.269770383834839,-1.700087070465088,2.4121737480163574,-3.1570065021514893,7.17745304107666,-0.620093047618866,2.1028101444244385,-8.312188148498535,-1.9354777336120605,0.5801123380661011,0.6736685633659363,0.5529086589813232,0.5756891369819641,0.5026296973228455,0.6232610940933228,0.607383131980896,0.504858672618866,0.5737947225570679,0.5877125263214111,0.7682496309280396,0.6297537088394165,0.8625,0.775
18,23,-84.89972686767578,152.5206756591797,-37.09505081176758,37.38813400268555,-21.780263900756836,30.283323287963867,-16.44083023071289,24.44948387145996,-1.5419167280197144,10.91574478149414,6.80134916305542,3.1838364601135254,4.395296096801758,-1.5331859588623047,-0.9714178442955017,-3.6119513511657715,2.1369946002960205,-1.267814040184021,1.682241678237915,-3.2192177772521973,5.173096179962158,-0.6331115961074829,8.518707275390625,0.7967999577522278,0.4719877243041992,-3.9598684310913086,0.38278430700302124,0.1528170257806778,-2.4053525924682617,0.12394978851079941,-1.1771725416183472,2.317221164703369,-2.356516122817993,1.6115446090698242,-4.561100959777832,-1.187312364578247,-2.366595506668091,3.30574631690979,2.384777784347534,-0.08328419923782349,0.6193208694458008,0.5641619563102722,0.5541072487831116,0.5214546322822571,0.5955610871315002,0.6185823678970337,0.5534675717353821,0.7024886012077332,0.6194360852241516,0.6396670937538147,0.5183787941932678,0.5058796405792236,0.625,0.675
19,25,-62.70839309692383,155.99215698242188,-42.31502151489258,45.92792892456055,-24.22201919555664,32.362911224365234,-16.94634246826172,23.900672912597656,-5.890953063964844,5.8291473388671875,11.466384887695312,-7.021657943725586,15.099926948547363,-2.351091146469116,2.101879596710205,3.175464153289795,6.087328910827637,-1.3988462686538696,6.242490768432617,3.920315980911255,6.607598304748535,1.9657130241394043,2.6406779289245605,3.3448195457458496,0.5402479767799377,6.369582176208496,2.764220714569092,5.148050308227539,-0.945194661617279,-2.8150720596313477,-0.1262081265449524,1.462822675704956,-0.9107420444488525,1.9333878755569458,-1.3255810737609863,-1.5721124410629272,3.4202158451080322,2.867830991744995,3.4884161949157715,0.432167112827301,0.5673243999481201,0.5373858213424683,0.5791645646095276,0.58024662733078,0.7588121294975281,0.6178936958312988,0.5419231653213501,0.6084939241409302,0.5757564306259155,0.6992773413658142,0.5263290405273438,0.5688586235046387,0.761363636364,0.784090909091
20,26,-67.69471740722656,106.76634216308594,-35.693092346191406,50.95055389404297,-27.007766723632812,39.81637954711914,-13.45602798461914,32.86396026611328,-3.9780216217041016,23.080280303955078,1.94133460521698,7.679168224334717,1.914259910583496,2.8116118907928467,2.580876111984253,-1.0391738414764404,8.144532203674316,-4.328057765960693,8.173171043395996,-0.6638086438179016,11.099592208862305,1.2209986448287964,11.46573257446289,1.353577971458435,2.8681623935699463,-3.0496788024902344,0.8196286559104919,1.4058870077133179,1.1054306030273438,2.3595433235168457,-1.417508602142334,2.086547374725342,-1.986175775527954,4.709421157836914,-1.5590845346450806,0.943798840045929,-5.2801408767700195,1.7764830589294434,0.5674461126327515,3.721236228942871,0.6950265765190125,0.6980693936347961,0.6983620524406433,0.7570720911026001,0.6836379170417786,0.6520163416862488,0.7147669792175293,0.7072608470916748,0.8060813546180725,0.6160961389541626,0.6048586368560791,0.6954439282417297,0.825,0.7625
21,28,-70.59310150146484,167.24813842773438,-30.02117347717285,49.01814270019531,-13.835659980773926,32.11636734008789,-7.799188613891602,11.892191886901855,-3.544571876525879,3.7366905212402344,2.6182096004486084,-1.069056749343872,4.581563472747803,2.828035593032837,5.778018951416016,1.1595604419708252,2.7003164291381836,3.0715301036834717,7.480982780456543,-1.0405583381652832,6.3877482414245605,0.1529541015625,2.0774428844451904,-1.495202898979187,0.02551419846713543,-0.06139975041151047,1.110898733139038,2.475261688232422,0.057582564651966095,1.5703215599060059,-2.030864953994751,2.257089614868164,0.3308812975883484,3.2409186363220215,-0.9021633267402649,-0.5496246814727783,-1.0330740213394165,0.14724473655223846,2.7829222679138184,3.3534605503082275,0.7481857538223267,0.6242589354515076,0.6703187823295593,0.8025538921356201,0.6548896431922913,0.6478801965713501,0.5893399715423584,0.6732932329177856,0.7573346495628357,0.6682329177856445,0.7287349104881287,0.649644672870636,0.4875,0.575
